aceleracao;eficiencia;tempoExecucao;linhasMatriz;colunasMatriz;qtdThreads
0.000000;0.000000;0.002811;6;60;4
0.000000;0.000000;0.000352;6;60;4
0.000000;0.000000;0.000348;6;60;4
